dataset_id,protocol_id,n_sub,replicate_id,classifier_id,fold_id,auc
synthetic_pilot,cv5,50,97,dtree,3,0.5
synthetic_pilot,cv5,50,97,dtree,4,0.65625
synthetic_pilot,cv5,50,97,dtree,5,0.5
synthetic_pilot,cv5,50,97,svm,1,0.6875
synthetic_pilot,cv5,50,97,svm,2,0.3125
synthetic_pilot,cv5,50,97,svm,3,0.8125
synthetic_pilot,cv5,50,97,svm,4,0.0625
synthetic_pilot,cv5,50,97,svm,5,0.5
synthetic_pilot,cv5,50,97,rf,1,0.5
synthetic_pilot,cv5,50,97,rf,2,0.5
synthetic_pilot,cv5,50,97,rf,3,1.0
synthetic_pilot,cv5,50,97,rf,4,0.90625
synthetic_pilot,cv5,50,97,rf,5,0.5
synthetic_pilot,cv5,50,97,gb,1,0.75
synthetic_pilot,cv5,50,97,gb,2,0.1875
synthetic_pilot,cv5,50,97,gb,3,0.75
synthetic_pilot,cv5,50,97,gb,4,0.625
synthetic_pilot,cv5,50,97,gb,5,0.375
synthetic_pilot,cv5,50,98,logreg,1,0.4375
synthetic_pilot,cv5,50,98,logreg,2,0.8125
synthetic_pilot,cv5,50,98,logreg,3,0.875
synthetic_pilot,cv5,50,98,logreg,4,0.5
synthetic_pilot,cv5,50,98,logreg,5,0.5
synthetic_pilot,cv5,50,98,knn,1,0.1875
synthetic_pilot,cv5,50,98,knn,2,0.90625
synthetic_pilot,cv5,50,98,knn,3,0.75
synthetic_pilot,cv5,50,98,knn,4,0.9375
synthetic_pilot,cv5,50,98,knn,5,0.5625
synthetic_pilot,cv5,50,98,dtree,1,0.4375
synthetic_pilot,cv5,50,98,dtree,2,0.5625
synthetic_pilot,cv5,50,98,dtree,3,0.4375
synthetic_pilot,cv5,50,98,dtree,4,0.875
synthetic_pilot,cv5,50,98,dtree,5,0.6875
synthetic_pilot,cv5,50,98,svm,1,0.375
synthetic_pilot,cv5,50,98,svm,2,0.5625
synthetic_pilot,cv5,50,98,svm,3,0.875
synthetic_pilot,cv5,50,98,svm,4,0.6875
synthetic_pilot,cv5,50,98,svm,5,0.375
synthetic_pilot,cv5,50,98,rf,1,0.9375
synthetic_pilot,cv5,50,98,rf,2,0.75
synthetic_pilot,cv5,50,98,rf,3,1.0
synthetic_pilot,cv5,50,98,rf,4,0.9375
synthetic_pilot,cv5,50,98,rf,5,0.90625
synthetic_pilot,cv5,50,98,gb,1,0.1875
synthetic_pilot,cv5,50,98,gb,2,0.71875
synthetic_pilot,cv5,50,98,gb,3,0.53125
synthetic_pilot,cv5,50,98,gb,4,0.375
synthetic_pilot,cv5,50,98,gb,5,0.125
synthetic_pilot,cv5,50,99,logreg,1,0.625
synthetic_pilot,cv5,50,99,logreg,2,0.75
synthetic_pilot,cv5,50,99,logreg,3,1.0
synthetic_pilot,cv5,50,99,logreg,4,0.9375
synthetic_pilot,cv5,50,99,logreg,5,0.375
synthetic_pilot,cv5,50,99,knn,1,0.65625
synthetic_pilot,cv5,50,99,knn,2,0.78125
synthetic_pilot,cv5,50,99,knn,3,0.9375
synthetic_pilot,cv5,50,99,knn,4,0.5
synthetic_pilot,cv5,50,99,knn,5,0.65625
synthetic_pilot,cv5,50,99,dtree,1,0.9375
synthetic_pilot,cv5,50,99,dtree,2,0.4375
synthetic_pilot,cv5,50,99,dtree,3,0.6875
synthetic_pilot,cv5,50,99,dtree,4,0.25
synthetic_pilot,cv5,50,99,dtree,5,0.5
synthetic_pilot,cv5,50,99,svm,1,0.25
synthetic_pilot,cv5,50,99,svm,2,0.75
synthetic_pilot,cv5,50,99,svm,3,0.25
synthetic_pilot,cv5,50,99,svm,4,0.5625
synthetic_pilot,cv5,50,99,svm,5,0.375
synthetic_pilot,cv5,50,99,rf,1,0.75
synthetic_pilot,cv5,50,99,rf,2,0.46875
synthetic_pilot,cv5,50,99,rf,3,0.625
synthetic_pilot,cv5,50,99,rf,4,0.78125
synthetic_pilot,cv5,50,99,rf,5,0.5
synthetic_pilot,cv5,50,99,gb,1,0.6875
synthetic_pilot,cv5,50,99,gb,2,0.6875
synthetic_pilot,cv5,50,99,gb,3,0.875
synthetic_pilot,cv5,50,99,gb,4,0.6875
synthetic_pilot,cv5,50,99,gb,5,0.59375
synthetic_pilot,cv5,50,100,logreg,1,0.875
synthetic_pilot,cv5,50,100,logreg,2,0.875
synthetic_pilot,cv5,50,100,logreg,3,0.4375
synthetic_pilot,cv5,50,100,logreg,4,0.8125
synthetic_pilot,cv5,50,100,logreg,5,0.75
synthetic_pilot,cv5,50,100,knn,1,0.75
synthetic_pilot,cv5,50,100,knn,2,0.53125
synthetic_pilot,cv5,50,100,knn,3,0.1875
synthetic_pilot,cv5,50,100,knn,4,0.625
synthetic_pilot,cv5,50,100,knn,5,0.5625
synthetic_pilot,cv5,50,100,dtree,1,0.3125
synthetic_pilot,cv5,50,100,dtree,2,0.3125
synthetic_pilot,cv5,50,100,dtree,3,0.375
synthetic_pilot,cv5,50,100,dtree,4,0.6875
synthetic_pilot,cv5,50,100,dtree,5,0.9375
synthetic_pilot,cv5,50,100,svm,1,0.75
synthetic_pilot,cv5,50,100,svm,2,0.6875
synthetic_pilot,cv5,50,100,svm,3,0.1875
synthetic_pilot,cv5,50,100,svm,4,0.75
synthetic_pilot,cv5,50,100,svm,5,0.75
synthetic_pilot,cv5,50,100,rf,1,0.59375
synthetic_pilot,cv5,50,100,rf,2,0.875
synthetic_pilot,cv5,50,100,rf,3,0.125
synthetic_pilot,cv5,50,100,rf,4,0.6875
synthetic_pilot,cv5,50,100,rf,5,0.875
synthetic_pilot,cv5,50,100,gb,1,0.5625
synthetic_pilot,cv5,50,100,gb,2,1.0
synthetic_pilot,cv5,50,100,gb,3,0.5
synthetic_pilot,cv5,50,100,gb,4,0.8125
synthetic_pilot,cv5,50,100,gb,5,0.625
synthetic_pilot,cv5,100,1,logreg,1,0.625
synthetic_pilot,cv5,100,1,logreg,2,0.625
synthetic_pilot,cv5,100,1,logreg,3,0.96875
synthetic_pilot,cv5,100,1,logreg,4,0.703125
synthetic_pilot,cv5,100,1,logreg,5,0.59375
synthetic_pilot,cv5,100,1,knn,1,0.6953125
synthetic_pilot,cv5,100,1,knn,2,0.28125
synthetic_pilot,cv5,100,1,knn,3,0.9453125
synthetic_pilot,cv5,100,1,knn,4,0.765625
synthetic_pilot,cv5,100,1,knn,5,0.21875
synthetic_pilot,cv5,100,1,dtree,1,0.53125
synthetic_pilot,cv5,100,1,dtree,2,0.2890625
synthetic_pilot,cv5,100,1,dtree,3,0.6171875
synthetic_pilot,cv5,100,1,dtree,4,0.75
synthetic_pilot,cv5,100,1,dtree,5,0.53125
synthetic_pilot,cv5,100,1,svm,1,0.671875
synthetic_pilot,cv5,100,1,svm,2,0.71875
synthetic_pilot,cv5,100,1,svm,3,1.0
synthetic_pilot,cv5,100,1,svm,4,0.84375
synthetic_pilot,cv5,100,1,svm,5,0.40625
synthetic_pilot,cv5,100,1,rf,1,0.6171875
synthetic_pilot,cv5,100,1,rf,2,0.4296875
synthetic_pilot,cv5,100,1,rf,3,0.71875
synthetic_pilot,cv5,100,1,rf,4,0.625
synthetic_pilot,cv5,100,1,rf,5,0.484375
synthetic_pilot,cv5,100,1,gb,1,0.6875
synthetic_pilot,cv5,100,1,gb,2,0.578125
synthetic_pilot,cv5,100,1,gb,3,0.953125
synthetic_pilot,cv5,100,1,gb,4,0.5625
synthetic_pilot,cv5,100,1,gb,5,0.40625
synthetic_pilot,cv5,100,2,logreg,1,0.6875
synthetic_pilot,cv5,100,2,logreg,2,0.984375
synthetic_pilot,cv5,100,2,logreg,3,0.890625
synthetic_pilot,cv5,100,2,logreg,4,0.765625
synthetic_pilot,cv5,100,2,logreg,5,0.65625
synthetic_pilot,cv5,100,2,knn,1,0.671875
synthetic_pilot,cv5,100,2,knn,2,0.609375
synthetic_pilot,cv5,100,2,knn,3,0.78125
synthetic_pilot,cv5,100,2,knn,4,0.71875
synthetic_pilot,cv5,100,2,knn,5,0.75
synthetic_pilot,cv5,100,2,dtree,1,0.6875
synthetic_pilot,cv5,100,2,dtree,2,0.59375
synthetic_pilot,cv5,100,2,dtree,3,0.5625
synthetic_pilot,cv5,100,2,dtree,4,0.625
synthetic_pilot,cv5,100,2,dtree,5,0.609375
synthetic_pilot,cv5,100,2,svm,1,0.671875
synthetic_pilot,cv5,100,2,svm,2,0.859375
synthetic_pilot,cv5,100,2,svm,3,0.890625
synthetic_pilot,cv5,100,2,svm,4,0.28125
synthetic_pilot,cv5,100,2,svm,5,0.515625
synthetic_pilot,cv5,100,2,rf,1,0.7109375
synthetic_pilot,cv5,100,2,rf,2,0.890625
synthetic_pilot,cv5,100,2,rf,3,0.453125
synthetic_pilot,cv5,100,2,rf,4,0.6171875
synthetic_pilot,cv5,100,2,rf,5,0.796875
synthetic_pilot,cv5,100,2,gb,1,0.65625
synthetic_pilot,cv5,100,2,gb,2,0.78125
synthetic_pilot,cv5,100,2,gb,3,0.578125
synthetic_pilot,cv5,100,2,gb,4,0.625
synthetic_pilot,cv5,100,2,gb,5,0.75
synthetic_pilot,cv5,100,3,logreg,1,0.78125
synthetic_pilot,cv5,100,3,logreg,2,0.875
synthetic_pilot,cv5,100,3,logreg,3,0.765625
synthetic_pilot,cv5,100,3,logreg,4,0.84375
synthetic_pilot,cv5,100,3,logreg,5,0.6875
synthetic_pilot,cv5,100,3,knn,1,0.90625
synthetic_pilot,cv5,100,3,knn,2,0.6640625
synthetic_pilot,cv5,100,3,knn,3,0.609375
synthetic_pilot,cv5,100,3,knn,4,0.53125
synthetic_pilot,cv5,100,3,knn,5,0.84375
synthetic_pilot,cv5,100,3,dtree,1,0.59375
synthetic_pilot,cv5,100,3,dtree,2,0.734375
synthetic_pilot,cv5,100,3,dtree,3,0.6875
synthetic_pilot,cv5,100,3,dtree,4,0.65625
synthetic_pilot,cv5,100,3,dtree,5,0.84375
synthetic_pilot,cv5,100,3,svm,1,0.875
synthetic_pilot,cv5,100,3,svm,2,0.8125
synthetic_pilot,cv5,100,3,svm,3,0.796875
synthetic_pilot,cv5,100,3,svm,4,0.796875
synthetic_pilot,cv5,100,3,svm,5,0.6875
synthetic_pilot,cv5,100,3,rf,1,0.8828125
synthetic_pilot,cv5,100,3,rf,2,0.828125
synthetic_pilot,cv5,100,3,rf,3,0.8046875
synthetic_pilot,cv5,100,3,rf,4,0.7890625
synthetic_pilot,cv5,100,3,rf,5,0.8203125
synthetic_pilot,cv5,100,3,gb,1,1.0
synthetic_pilot,cv5,100,3,gb,2,0.875
synthetic_pilot,cv5,100,3,gb,3,0.84375
synthetic_pilot,cv5,100,3,gb,4,0.6875
synthetic_pilot,cv5,100,3,gb,5,0.640625
synthetic_pilot,cv5,100,4,logreg,1,0.90625
synthetic_pilot,cv5,100,4,logreg,2,0.78125
synthetic_pilot,cv5,100,4,logreg,3,0.65625
synthetic_pilot,cv5,100,4,logreg,4,0.796875
synthetic_pilot,cv5,100,4,logreg,5,0.859375
synthetic_pilot,cv5,100,4,knn,1,0.625
synthetic_pilot,cv5,100,4,knn,2,0.828125
synthetic_pilot,cv5,100,4,knn,3,0.6171875
synthetic_pilot,cv5,100,4,knn,4,0.7421875
synthetic_pilot,cv5,100,4,knn,5,0.75
synthetic_pilot,cv5,100,4,dtree,1,0.7578125
synthetic_pilot,cv5,100,4,dtree,2,0.40625
synthetic_pilot,cv5,100,4,dtree,3,0.5625
synthetic_pilot,cv5,100,4,dtree,4,0.5
synthetic_pilot,cv5,100,4,dtree,5,0.5703125
synthetic_pilot,cv5,100,4,svm,1,0.765625
synthetic_pilot,cv5,100,4,svm,2,0.8125
synthetic_pilot,cv5,100,4,svm,3,0.484375
synthetic_pilot,cv5,100,4,svm,4,0.75
synthetic_pilot,cv5,100,4,svm,5,0.984375
synthetic_pilot,cv5,100,4,rf,1,0.8046875
synthetic_pilot,cv5,100,4,rf,2,0.734375
synthetic_pilot,cv5,100,4,rf,3,0.3671875
synthetic_pilot,cv5,100,4,rf,4,0.71875
synthetic_pilot,cv5,100,4,rf,5,0.65625
synthetic_pilot,cv5,100,4,gb,1,0.734375
synthetic_pilot,cv5,100,4,gb,2,0.796875
synthetic_pilot,cv5,100,4,gb,3,0.78125
synthetic_pilot,cv5,100,4,gb,4,0.65625
synthetic_pilot,cv5,100,4,gb,5,0.84375
synthetic_pilot,cv5,100,5,logreg,1,0.671875
synthetic_pilot,cv5,100,5,logreg,2,0.84375
synthetic_pilot,cv5,100,5,logreg,3,0.78125
synthetic_pilot,cv5,100,5,logreg,4,0.875
synthetic_pilot,cv5,100,5,logreg,5,0.78125
synthetic_pilot,cv5,100,5,knn,1,0.4765625
synthetic_pilot,cv5,100,5,knn,2,0.890625
synthetic_pilot,cv5,100,5,knn,3,0.78125
synthetic_pilot,cv5,100,5,knn,4,0.6640625
synthetic_pilot,cv5,100,5,knn,5,0.6171875
synthetic_pilot,cv5,100,5,dtree,1,0.5625
synthetic_pilot,cv5,100,5,dtree,2,0.640625
synthetic_pilot,cv5,100,5,dtree,3,0.578125
synthetic_pilot,cv5,100,5,dtree,4,0.625
synthetic_pilot,cv5,100,5,dtree,5,0.8359375
synthetic_pilot,cv5,100,5,svm,1,0.796875
synthetic_pilot,cv5,100,5,svm,2,0.9375
synthetic_pilot,cv5,100,5,svm,3,0.734375
synthetic_pilot,cv5,100,5,svm,4,0.640625
synthetic_pilot,cv5,100,5,svm,5,0.765625
synthetic_pilot,cv5,100,5,rf,1,0.765625
synthetic_pilot,cv5,100,5,rf,2,0.859375
synthetic_pilot,cv5,100,5,rf,3,0.703125
synthetic_pilot,cv5,100,5,rf,4,0.78125
synthetic_pilot,cv5,100,5,rf,5,0.703125
synthetic_pilot,cv5,100,5,gb,1,0.703125
synthetic_pilot,cv5,100,5,gb,2,0.859375
synthetic_pilot,cv5,100,5,gb,3,0.71875
synthetic_pilot,cv5,100,5,gb,4,0.765625
synthetic_pilot,cv5,100,5,gb,5,0.859375
synthetic_pilot,cv5,100,6,logreg,1,0.4375
synthetic_pilot,cv5,100,6,logreg,2,0.84375
synthetic_pilot,cv5,100,6,logreg,3,0.46875
synthetic_pilot,cv5,100,6,logreg,4,0.703125
synthetic_pilot,cv5,100,6,logreg,5,0.546875
synthetic_pilot,cv5,100,6,knn,1,0.65625
synthetic_pilot,cv5,100,6,knn,2,0.765625
synthetic_pilot,cv5,100,6,knn,3,0.65625
synthetic_pilot,cv5,100,6,knn,4,0.84375
synthetic_pilot,cv5,100,6,knn,5,0.6484375
synthetic_pilot,cv5,100,6,dtree,1,0.4375
synthetic_pilot,cv5,100,6,dtree,2,0.5625
synthetic_pilot,cv5,100,6,dtree,3,0.640625
synthetic_pilot,cv5,100,6,dtree,4,0.5234375
synthetic_pilot,cv5,100,6,dtree,5,0.1484375
synthetic_pilot,cv5,100,6,svm,1,0.515625
synthetic_pilot,cv5,100,6,svm,2,0.890625
synthetic_pilot,cv5,100,6,svm,3,0.828125
synthetic_pilot,cv5,100,6,svm,4,0.84375
synthetic_pilot,cv5,100,6,svm,5,0.640625
synthetic_pilot,cv5,100,6,rf,1,0.5390625
synthetic_pilot,cv5,100,6,rf,2,0.5
synthetic_pilot,cv5,100,6,rf,3,0.5625
synthetic_pilot,cv5,100,6,rf,4,0.703125
synthetic_pilot,cv5,100,6,rf,5,0.4765625
synthetic_pilot,cv5,100,6,gb,1,0.46875
synthetic_pilot,cv5,100,6,gb,2,0.703125
synthetic_pilot,cv5,100,6,gb,3,0.484375
synthetic_pilot,cv5,100,6,gb,4,0.734375
synthetic_pilot,cv5,100,6,gb,5,0.65625
synthetic_pilot,cv5,100,7,logreg,1,0.984375
synthetic_pilot,cv5,100,7,logreg,2,0.609375
synthetic_pilot,cv5,100,7,logreg,3,0.78125
synthetic_pilot,cv5,100,7,logreg,4,0.875
synthetic_pilot,cv5,100,7,logreg,5,0.84375
synthetic_pilot,cv5,100,7,knn,1,0.984375
synthetic_pilot,cv5,100,7,knn,2,0.71875
synthetic_pilot,cv5,100,7,knn,3,0.671875
synthetic_pilot,cv5,100,7,knn,4,0.6328125
synthetic_pilot,cv5,100,7,knn,5,0.9453125
synthetic_pilot,cv5,100,7,dtree,1,0.734375
synthetic_pilot,cv5,100,7,dtree,2,0.671875
synthetic_pilot,cv5,100,7,dtree,3,0.78125
synthetic_pilot,cv5,100,7,dtree,4,0.5625
synthetic_pilot,cv5,100,7,dtree,5,0.5625
synthetic_pilot,cv5,100,7,svm,1,1.0
synthetic_pilot,cv5,100,7,svm,2,0.75
synthetic_pilot,cv5,100,7,svm,3,0.828125
synthetic_pilot,cv5,100,7,svm,4,0.703125
synthetic_pilot,cv5,100,7,svm,5,0.921875
synthetic_pilot,cv5,100,7,rf,1,0.96875
synthetic_pilot,cv5,100,7,rf,2,0.7578125
synthetic_pilot,cv5,100,7,rf,3,0.8828125
synthetic_pilot,cv5,100,7,rf,4,0.625
synthetic_pilot,cv5,100,7,rf,5,0.796875
synthetic_pilot,cv5,100,7,gb,1,0.828125
synthetic_pilot,cv5,100,7,gb,2,0.71875
synthetic_pilot,cv5,100,7,gb,3,0.515625
synthetic_pilot,cv5,100,7,gb,4,0.453125
synthetic_pilot,cv5,100,7,gb,5,0.890625
synthetic_pilot,cv5,100,8,logreg,1,0.859375
synthetic_pilot,cv5,100,8,logreg,2,0.734375
synthetic_pilot,cv5,100,8,logreg,3,0.765625
synthetic_pilot,cv5,100,8,logreg,4,0.9375
synthetic_pilot,cv5,100,8,logreg,5,0.3125
synthetic_pilot,cv5,100,8,knn,1,0.734375
synthetic_pilot,cv5,100,8,knn,2,0.6875
synthetic_pilot,cv5,100,8,knn,3,0.7734375
synthetic_pilot,cv5,100,8,knn,4,0.875
synthetic_pilot,cv5,100,8,knn,5,0.484375
synthetic_pilot,cv5,100,8,dtree,1,0.3671875
synthetic_pilot,cv5,100,8,dtree,2,0.5390625
synthetic_pilot,cv5,100,8,dtree,3,0.5546875
synthetic_pilot,cv5,100,8,dtree,4,0.6640625
synthetic_pilot,cv5,100,8,dtree,5,0.4375
synthetic_pilot,cv5,100,8,svm,1,0.921875
synthetic_pilot,cv5,100,8,svm,2,0.71875
synthetic_pilot,cv5,100,8,svm,3,0.84375
synthetic_pilot,cv5,100,8,svm,4,0.90625
synthetic_pilot,cv5,100,8,svm,5,0.421875
synthetic_pilot,cv5,100,8,rf,1,0.859375
synthetic_pilot,cv5,100,8,rf,2,0.859375
synthetic_pilot,cv5,100,8,rf,3,0.765625
synthetic_pilot,cv5,100,8,rf,4,0.90625
synthetic_pilot,cv5,100,8,rf,5,0.546875
synthetic_pilot,cv5,100,8,gb,1,0.734375
synthetic_pilot,cv5,100,8,gb,2,0.6875
synthetic_pilot,cv5,100,8,gb,3,0.703125
synthetic_pilot,cv5,100,8,gb,4,0.84375
synthetic_pilot,cv5,100,8,gb,5,0.5625
synthetic_pilot,cv5,100,9,logreg,1,0.90625
synthetic_pilot,cv5,100,9,logreg,2,0.90625
synthetic_pilot,cv5,100,9,logreg,3,0.671875
synthetic_pilot,cv5,100,9,logreg,4,0.734375
synthetic_pilot,cv5,100,9,logreg,5,0.796875
synthetic_pilot,cv5,100,9,knn,1,0.625
synthetic_pilot,cv5,100,9,knn,2,0.875
synthetic_pilot,cv5,100,9,knn,3,0.53125
synthetic_pilot,cv5,100,9,knn,4,0.71875
synthetic_pilot,cv5,100,9,knn,5,0.78125
synthetic_pilot,cv5,100,9,dtree,1,0.5390625
synthetic_pilot,cv5,100,9,dtree,2,0.5546875
synthetic_pilot,cv5,100,9,dtree,3,0.65625
synthetic_pilot,cv5,100,9,dtree,4,0.6015625
synthetic_pilot,cv5,100,9,dtree,5,0.6328125
synthetic_pilot,cv5,100,9,svm,1,0.9375
synthetic_pilot,cv5,100,9,svm,2,0.953125
synthetic_pilot,cv5,100,9,svm,3,0.734375
synthetic_pilot,cv5,100,9,svm,4,0.703125
synthetic_pilot,cv5,100,9,svm,5,0.75
synthetic_pilot,cv5,100,9,rf,1,0.84375
synthetic_pilot,cv5,100,9,rf,2,0.7265625
synthetic_pilot,cv5,100,9,rf,3,0.59375
synthetic_pilot,cv5,100,9,rf,4,0.8046875
synthetic_pilot,cv5,100,9,rf,5,0.84375
synthetic_pilot,cv5,100,9,gb,1,0.71875
synthetic_pilot,cv5,100,9,gb,2,0.75
synthetic_pilot,cv5,100,9,gb,3,0.5625
synthetic_pilot,cv5,100,9,gb,4,0.5625
synthetic_pilot,cv5,100,9,gb,5,0.703125
synthetic_pilot,cv5,100,10,logreg,1,0.75
synthetic_pilot,cv5,100,10,logreg,2,0.5625
synthetic_pilot,cv5,100,10,logreg,3,0.390625
synthetic_pilot,cv5,100,10,logreg,4,0.90625
synthetic_pilot,cv5,100,10,logreg,5,0.796875
synthetic_pilot,cv5,100,10,knn,1,0.8125
synthetic_pilot,cv5,100,10,knn,2,0.6328125
synthetic_pilot,cv5,100,10,knn,3,0.484375
synthetic_pilot,cv5,100,10,knn,4,0.734375
synthetic_pilot,cv5,100,10,knn,5,0.796875
synthetic_pilot,cv5,100,10,dtree,1,0.8828125
synthetic_pilot,cv5,100,10,dtree,2,0.71875
synthetic_pilot,cv5,100,10,dtree,3,0.4453125
synthetic_pilot,cv5,100,10,dtree,4,0.59375
synthetic_pilot,cv5,100,10,dtree,5,0.8515625
synthetic_pilot,cv5,100,10,svm,1,0.875
synthetic_pilot,cv5,100,10,svm,2,0.75
synthetic_pilot,cv5,100,10,svm,3,0.609375
synthetic_pilot,cv5,100,10,svm,4,0.875
synthetic_pilot,cv5,100,10,svm,5,0.84375
synthetic_pilot,cv5,100,10,rf,1,0.96875
synthetic_pilot,cv5,100,10,rf,2,0.7734375
synthetic_pilot,cv5,100,10,rf,3,0.3671875
synthetic_pilot,cv5,100,10,rf,4,0.640625
synthetic_pilot,cv5,100,10,rf,5,0.6796875
synthetic_pilot,cv5,100,10,gb,1,0.8125
synthetic_pilot,cv5,100,10,gb,2,0.46875
synthetic_pilot,cv5,100,10,gb,3,0.53125
synthetic_pilot,cv5,100,10,gb,4,0.53125
synthetic_pilot,cv5,100,10,gb,5,0.734375
synthetic_pilot,cv5,100,11,logreg,1,0.6875
synthetic_pilot,cv5,100,11,logreg,2,0.75
synthetic_pilot,cv5,100,11,logreg,3,0.4375
synthetic_pilot,cv5,100,11,logreg,4,0.671875
synthetic_pilot,cv5,100,11,logreg,5,0.703125
synthetic_pilot,cv5,100,11,knn,1,0.8125
synthetic_pilot,cv5,100,11,knn,2,0.515625
synthetic_pilot,cv5,100,11,knn,3,0.5625
synthetic_pilot,cv5,100,11,knn,4,0.5546875
synthetic_pilot,cv5,100,11,knn,5,0.6875
synthetic_pilot,cv5,100,11,dtree,1,0.375
synthetic_pilot,cv5,100,11,dtree,2,0.6875
synthetic_pilot,cv5,100,11,dtree,3,0.5703125
synthetic_pilot,cv5,100,11,dtree,4,0.5
synthetic_pilot,cv5,100,11,dtree,5,0.8125
synthetic_pilot,cv5,100,11,svm,1,0.796875
synthetic_pilot,cv5,100,11,svm,2,0.75
synthetic_pilot,cv5,100,11,svm,3,0.46875
synthetic_pilot,cv5,100,11,svm,4,0.5
synthetic_pilot,cv5,100,11,svm,5,0.6875
synthetic_pilot,cv5,100,11,rf,1,0.71875
synthetic_pilot,cv5,100,11,rf,2,0.90625
synthetic_pilot,cv5,100,11,rf,3,0.59375
synthetic_pilot,cv5,100,11,rf,4,0.609375
synthetic_pilot,cv5,100,11,rf,5,0.765625
synthetic_pilot,cv5,100,11,gb,1,0.828125
synthetic_pilot,cv5,100,11,gb,2,0.78125
synthetic_pilot,cv5,100,11,gb,3,0.75
synthetic_pilot,cv5,100,11,gb,4,0.453125
synthetic_pilot,cv5,100,11,gb,5,0.65625
synthetic_pilot,cv5,100,12,logreg,1,0.5625
synthetic_pilot,cv5,100,12,logreg,2,0.734375
synthetic_pilot,cv5,100,12,logreg,3,0.796875
synthetic_pilot,cv5,100,12,logreg,4,0.828125
synthetic_pilot,cv5,100,12,logreg,5,0.734375
synthetic_pilot,cv5,100,12,knn,1,0.5859375
synthetic_pilot,cv5,100,12,knn,2,0.765625
synthetic_pilot,cv5,100,12,knn,3,0.7578125
synthetic_pilot,cv5,100,12,knn,4,0.6953125
synthetic_pilot,cv5,100,12,knn,5,0.5625
synthetic_pilot,cv5,100,12,dtree,1,0.5625
synthetic_pilot,cv5,100,12,dtree,2,0.4453125
synthetic_pilot,cv5,100,12,dtree,3,0.734375
synthetic_pilot,cv5,100,12,dtree,4,0.6015625
synthetic_pilot,cv5,100,12,dtree,5,0.46875
synthetic_pilot,cv5,100,12,svm,1,0.671875
synthetic_pilot,cv5,100,12,svm,2,0.859375
synthetic_pilot,cv5,100,12,svm,3,0.828125
synthetic_pilot,cv5,100,12,svm,4,0.828125
synthetic_pilot,cv5,100,12,svm,5,0.875
synthetic_pilot,cv5,100,12,rf,1,0.609375
synthetic_pilot,cv5,100,12,rf,2,0.890625
synthetic_pilot,cv5,100,12,rf,3,0.8984375
synthetic_pilot,cv5,100,12,rf,4,0.921875
synthetic_pilot,cv5,100,12,rf,5,0.7421875
synthetic_pilot,cv5,100,12,gb,1,0.6875
synthetic_pilot,cv5,100,12,gb,2,0.75
synthetic_pilot,cv5,100,12,gb,3,0.828125
synthetic_pilot,cv5,100,12,gb,4,0.78125
synthetic_pilot,cv5,100,12,gb,5,0.5
synthetic_pilot,cv5,100,13,logreg,1,0.765625
synthetic_pilot,cv5,100,13,logreg,2,0.921875
synthetic_pilot,cv5,100,13,logreg,3,0.953125
synthetic_pilot,cv5,100,13,logreg,4,0.65625
synthetic_pilot,cv5,100,13,logreg,5,0.90625
synthetic_pilot,cv5,100,13,knn,1,0.6875
synthetic_pilot,cv5,100,13,knn,2,0.6875
synthetic_pilot,cv5,100,13,knn,3,0.7578125
synthetic_pilot,cv5,100,13,knn,4,0.75
synthetic_pilot,cv5,100,13,knn,5,0.6875
synthetic_pilot,cv5,100,13,dtree,1,0.40625
synthetic_pilot,cv5,100,13,dtree,2,0.5625
synthetic_pilot,cv5,100,13,dtree,3,0.8359375
synthetic_pilot,cv5,100,13,dtree,4,0.5625
synthetic_pilot,cv5,100,13,dtree,5,0.609375
synthetic_pilot,cv5,100,13,svm,1,0.765625
synthetic_pilot,cv5,100,13,svm,2,0.984375
synthetic_pilot,cv5,100,13,svm,3,0.84375
synthetic_pilot,cv5,100,13,svm,4,0.890625
synthetic_pilot,cv5,100,13,svm,5,0.921875
synthetic_pilot,cv5,100,13,rf,1,0.59375
synthetic_pilot,cv5,100,13,rf,2,0.8125
synthetic_pilot,cv5,100,13,rf,3,0.8359375
synthetic_pilot,cv5,100,13,rf,4,0.484375
synthetic_pilot,cv5,100,13,rf,5,0.8125
synthetic_pilot,cv5,100,13,gb,1,0.859375
synthetic_pilot,cv5,100,13,gb,2,0.828125
synthetic_pilot,cv5,100,13,gb,3,0.921875
synthetic_pilot,cv5,100,13,gb,4,0.546875
synthetic_pilot,cv5,100,13,gb,5,0.890625
synthetic_pilot,cv5,100,14,logreg,1,0.65625
synthetic_pilot,cv5,100,14,logreg,2,0.671875
synthetic_pilot,cv5,100,14,logreg,3,0.921875
synthetic_pilot,cv5,100,14,logreg,4,0.828125
synthetic_pilot,cv5,100,14,logreg,5,0.71875
synthetic_pilot,cv5,100,14,knn,1,0.6171875
synthetic_pilot,cv5,100,14,knn,2,0.3828125
synthetic_pilot,cv5,100,14,knn,3,0.3125
synthetic_pilot,cv5,100,14,knn,4,0.671875
synthetic_pilot,cv5,100,14,knn,5,0.546875
synthetic_pilot,cv5,100,14,dtree,1,0.53125
synthetic_pilot,cv5,100,14,dtree,2,0.5
synthetic_pilot,cv5,100,14,dtree,3,0.5546875
